ID,Avg_Temperature,Radiation,Rain_Amount,Wind_Speed,Wind_Direction
85008,26.58,21.304,2.938,13.56,81
85009,26.68,20.75,1.82,14.66,143.2
85010,26.78,20.41,2.002,13.82,152
85011,26.82,19.99,1.872,14.46,152.8
85012,26.76,20.71,3.77,11.98,194.6
85013,26.64,20.822,7.488,10.74,201.6
85014,26.62,20.786,6.292,10.86,160.2
85015,26,18.912,9.828,13.22,153
85016,25.7,17.694,12.844,16.5,149.4
85017,26.14,17.582,9.126,17.74,142.4
85018,26.16,17.702,7.774,13.92,142.2
85019,26.16,17.702,7.774,13.92,142.2
85020,26.16,17.702,7.774,13.92,142.2
85021,25.82,18.1,2.47,18.52,89.6
85022,26.42,20.664,3.562,17.56,85
85023,26.72,21.516,3.614,15.36,67.2
85024,25.98,17.956,2.522,22.42,91.4
85025,26.1,17.192,1.43,22.12,105.4
85026,26.3,17.128,1.482,20.92,107.4
85027,26.12,19.74,5.096,12.04,113.2
85028,26.28,19.444,4.004,14.38,109.2
85029,26.02,18.878,5.2,15.72,115.2
85030,25.42,16.858,4.03,18.14,105
85031,26.38,18.582,3.952,17.62,114
85032,26.48,19.012,5.408,16.18,114.6
85033,25.3,16.332,5.928,19.04,96.8
85034,24.34,15.796,3.614,19.32,86.8
85035,25.74,19.246,4.55,20.3,94.8
85036,26.5,19.566,7.462,15.96,114.4
85037,26.46,19.548,8.788,13.92,115
85038,26.54,20.146,4.784,16,104
85039,26.52,19.368,1.976,17.26,112.6
85040,26.68,18.944,0.702,17.8,117.8
85041,26.82,19.364,0.832,17.16,117
85042,26.78,19.438,3.9,15.58,118.2
85043,26.74,19.676,7.93,12.96,120
85044,26.56,19.066,10.296,13.74,120.8
85045,26.08,18.458,10.946,16.24,116.4
85046,25.7,16.288,12.402,20.68,107.4
85047,25.98,16.678,8.866,21.06,105.8
85048,26.42,17.462,3.978,18.26,112.8
85049,26.16,17.072,5.902,18.06,115.6
85050,25.9,16.264,8.606,16.02,110
85051,25.52,17.534,2.21,18.56,95.8
85052,25.52,17.982,3.588,17.42,96.6
85053,26.06,19.95,4.29,16.36,84.4
85054,26.04,17.368,1.976,22.32,105.2
85055,26.16,16.446,0.572,23.2,110.8
85056,26.22,18.176,4.108,18.4,120.8
85057,26.38,17.614,4.03,17.54,123.2
85058,26.28,18.276,5.122,16.16,123.4
85059,25.94,16.756,5.564,17.44,115.2
85060,25.56,17.146,1.846,18.94,106.8
85061,26.34,17.284,1.326,19.06,114.8
85062,26.54,17.054,5.564,17.66,115.2
85063,25.46,16.506,2.678,19.44,101
85064,24.46,15.388,2.496,18,91.4
85065,25.82,17.79,1.846,18.78,91.4
85066,26.44,18.186,6.474,16.86,114.4
85067,26.46,16.782,7.852,15.26,120.4
85068,26.44,17.57,3.926,17.38,114.2
85069,26.58,17.452,0.234,19.86,119
85070,26.68,17.874,0.286,20.26,118.2
85071,26.74,17.452,0.234,19.86,119
85072,26.68,17.146,2.652,17.92,119.4
85073,26.62,16.782,7.852,15.26,120.4
85074,26.64,17.838,7.41,15.52,120.4
85075,26.12,17.396,7.228,17.18,119
85076,25.74,16.178,7.852,20.14,112.8
85077,25.86,16.498,5.564,23.1,110.2
85078,26.28,16.654,2.236,20.28,120.4
85079,26.32,17.032,3.25,19.86,118.2
85080,26.04,16.048,6.656,19.98,112.8
85081,25.56,17.682,2.08,18.06,90.8
85082,25.76,18.558,2.756,16.48,85
85083,26.04,20.8,4.16,13.36,82.4
85084,26.04,17.492,1.534,21.46,99.4
85085,26.22,16.844,0.312,23.24,109.2
85086,26.44,17.34,0.338,21.34,111.4
85087,26.14,18.32,4.42,15,164
85088,26.3,17.562,5.59,15.78,120.2
85089,26.1,17.394,2.834,15.54,109.6
85090,25.66,15.948,1.664,18.34,106
85091,26.52,17.068,1.716,17.78,112.8
85092,26.66,17.62,2.964,16.16,109.8
85093,25.76,15.978,2.132,17.98,100.6
85094,24.72,15.6,1.43,15.8,86.8
85095,25.9,17.226,2.106,16.66,91.6
85096,26.58,16.854,4.368,13.86,102.2
85097,26.6,17.344,5.252,14.66,112.8
85098,26.4,17.718,3.796,16.88,109.2
85099,26.72,17.794,0.26,19.74,115.8
85100,26.78,17.372,0.208,19.34,116.6
85101,26.92,17.794,0.26,19.74,115.8
85102,26.86,17.488,2.678,17.8,116.2
85103,26.76,17.344,5.252,14.66,112.8
85104,26.62,16.288,5.694,14.4,112.8
85105,26.1,16.734,5.226,15.12,111
85106,25.8,16.31,4.238,21.48,108.2
85107,25.98,16.62,2.47,23.5,109.8
85108,26.46,16.996,2.262,20.16,117.2
85109,26.5,17.374,3.276,19.74,115
85110,26.42,17.678,3.848,18.68,112.2
85111,26.3,20.232,1.56,15.14,86
85112,26.46,21.648,2.886,13.42,77
85113,26.4,22.63,4.654,10.6,73.6
85114,25.98,19.124,2.262,17.98,86.2
85115,26.34,17.432,0.988,20.64,101.4
85116,26.54,19.646,0.78,16.14,146.8
85117,26.28,20.058,0.962,13.82,136.4
85118,26.58,20.304,0.962,13.04,145.2
85119,26.38,19.132,2.08,14.48,96.2
85120,26.22,19.542,0.598,16.14,93.8
85121,26.86,19.65,0.546,15.44,98.8
85122,27.06,19.132,2.158,14.72,95.8
85123,26.14,19.316,1.04,17.52,88.2
85124,25.18,18.2,1.092,17.42,84
85125,26.3,20.03,0.962,16.42,79.4
85126,26.8,19.87,2.392,13.36,91.8
85127,26.66,19.89,3.484,11.64,88.2
85128,26.62,20.484,1.898,14.16,91.2
85129,26.72,20.084,1.638,15,98.4
85130,27.2,19.854,0.52,15.92,105.4
85131,27.2,19.014,0.364,16.38,109
85132,27.2,20.352,0.65,13.02,98
85133,26.9,18.35,3.666,12.12,98.6
85134,26.96,19.822,2.522,11.36,91.4
85135,26.38,19.356,3.042,14.14,92
85136,25.88,18.67,3.64,20.2,92.8
85137,26.3,18.662,2.158,24.26,95
85138,26.78,18.942,1.872,19.68,102.8
85139,26.42,17.678,3.848,18.68,112.2
85140,26.16,17.988,6.188,18.48,111.2
85141,26.32,21.134,2.444,13.98,84.4
85142,26.6,22.51,3.432,11.24,78
85143,26.36,23.016,5.174,9.42,74.4
85144,26,21.46,3.9,14.36,78.8
85145,26.46,20.348,0.988,18.18,96.2
85146,26.4,21.278,1.118,12.98,86.8
85147,25.88,22.236,1.17,7.7,124.8
85148,26.44,21.798,0.676,10.96,87.4
85149,26.52,21.904,0.754,10.96,94.6
85150,26.16,20.616,0.676,14.02,90.4
85151,27,21.608,0.52,12.74,98.6
85152,27.04,21.92,0.832,11.3,94.2
85153,26.22,20.15,0.91,15.98,84.4
85154,25.18,19.926,1.586,16.68,80.8
85155,26.24,21.62,0.728,15.24,82.8
85156,26.84,22.306,0.806,11.7,90.6
85157,26.76,22.368,0.936,9.9,90.2
85158,26.34,22.498,3.406,9.46,80.4
85159,26.86,22.168,0.546,11.8,99
85160,27.2,21.93,0.442,11.44,102.4
85161,27.38,22.014,0.52,12.34,106.6
85162,27.26,22.1,0.676,11.7,104
85163,27.04,22.348,0.988,9.86,97.6
85164,26.9,22.082,0.91,9.48,91.2
85165,26.28,21.576,1.768,10.92,91.8
85166,25.84,19.956,3.692,19.16,87.8
85167,26.22,20.16,2.08,21.22,89.8
85168,26.84,20.994,1.482,15.92,100.4
85169,26.5,20.07,4.29,15.84,106.6
85170,26.14,18.372,6.084,16.84,110
85171,26.3,21.25,2.418,13.3,84.4
85172,26.28,22.628,4.316,10.16,79
85173,26.36,23.016,5.174,9.42,74.4
85174,26.1,20.832,2.652,16.16,83.4
85175,26.5,20.446,0.884,17.16,96
85176,26.58,21.452,0.754,13.1,95
85177,25.9,21.6,4.628,9.3,69
85178,26.64,22.188,0.858,10.54,100
85179,26.32,21.262,1.43,11.8,95.4
85180,26.24,21.082,0.806,14.62,101
85181,26.86,21.46,0.858,12.74,103.2
85182,27.06,21.316,1.326,12.18,94.8
85183,26.08,20.448,1.534,15.84,92.2
85184,25.04,19.312,1.586,14.92,81.4
85185,26.08,20.75,1.508,15.34,90
85186,26.78,21.91,1.248,10.56,94.4
85187,26.68,22.17,2.886,9.3,91.4
85188,26.54,23.002,2.34,10.02,96.8
85189,26.76,22.1,2.158,11.4,99.6
85190,27.2,21.952,0.494,12.76,108.8
85191,27.4,21.868,0.416,11.86,104.6
85192,27.28,21.954,0.572,11.22,102
85193,27.02,21.89,1.222,9.7,94
85194,27,22.156,1.3,10.08,100.4
85195,26.24,21.392,2.314,12.44,96.6
85196,26,20.748,3.484,18.82,95.8
85197,26.3,20.856,1.872,21.8,95.6
85198,26.78,20.64,2.574,16.42,102.6
85199,26.78,20.372,3.198,14.3,105.4
85200,26.5,20.07,4.29,15.84,106.6
85201,26.14,19.73,4.628,13.06,86
85202,26.1,19.496,8.32,9.9,81.8
85203,26.16,20.368,8.476,8.58,80
85204,26.28,19.35,4.342,15.12,87.2
85205,26.68,18.486,0.338,16.88,104
85206,26.5,18.104,3.978,13.76,85.6
85207,25.92,18.9,5.46,9.84,65.8
85208,26.4,18.206,4.498,11.52,80.6
85209,26.38,19.074,0.91,12.4,96.8
85210,26.42,19.928,1.144,14.38,91.4
85211,26.88,18.472,0.754,13.44,98.4
85212,27.04,19.288,0.91,12.7,96.2
85213,25.7,18.776,1.742,15.38,79.6
85214,25.5,18.444,1.43,17.16,82.8
85215,25.6,18.644,1.82,14.42,78.6
85216,26.72,18.546,1.638,11.9,90
85217,26.8,19.776,1.612,10.16,97
85218,26.52,20.054,4.888,10.9,87.4
85219,26.68,19.488,2.054,12.18,100.4
85220,27.18,18.726,0.312,13.8,104.6
85221,27.18,19.34,0.39,13.54,109.6
85222,27.06,19.324,0.962,12.08,104
85223,27,19.776,1.612,10.16,97
85224,26.82,18.878,1.95,10.12,86.8
85225,26.36,19.188,2.47,11.82,91
85226,26.12,20.16,2.834,20.12,86.4
85227,26.52,19.096,1.534,20.72,87.6
85228,26.6,18.628,2.548,16.1,109
85229,26.56,18.374,3.172,14.82,111.2
85230,26.26,17.15,4.524,15.68,112.2
85231,26.1,19.192,3.952,12.8,113.2
85232,26.18,19.132,6.864,9.66,135.4
85233,26.22,19.99,8.45,8.44,130.8
85234,25.52,19.006,3.9,12.86,109.6
85235,26.62,17.934,0.494,16.12,105.6
85236,26.22,17.16,1.664,13.2,101
85237,25.5,15.522,5.434,8.9,100.8
85238,26.22,16.398,1.456,11.26,106.6
85239,26.12,17.222,0.962,10.82,108.2
85240,26.18,17.224,0.416,12.94,111.2
85241,26.58,17.328,0.468,12.42,112
85242,26.94,17.63,0.832,11.08,114.6
85243,26.04,18.736,0.91,12.54,102
85244,25.48,19.262,0.728,14.28,81.2
85245,26.04,18.558,0.858,12.46,97.6
85246,26.72,18.142,0.91,9.9,114.8
85247,26.44,17.034,3.198,9.72,105.4
85248,26.24,17.248,3.536,10.5,132.6
85249,26.46,16.204,2.548,12.24,112
85250,26.64,15.488,0.208,12.64,119.6
85251,26.94,17.268,0.26,13.14,119.8
85252,26.92,17.78,0.338,11.96,120
85253,26.84,18.142,0.91,9.9,114.8
85254,26.66,16.786,0.936,9.66,111.6
85255,26.06,17.314,2.678,11.14,106.4
85256,26.04,17.394,3.51,15.18,102.2
85257,26.06,16.44,2.704,18.14,94.8
85258,26.56,16.584,2.054,15.76,109.2
85259,26.44,17.43,3.978,15.26,117
85260,26.26,16.858,4.368,15.16,111.4
85261,26.44,20.288,3.952,10.12,166.4
85262,26.4,20.544,4.732,9.62,188.6
85263,26.3,19.888,6.89,8.98,187.2
85264,25.48,19.918,4.108,10.42,162.2
85265,26.56,18.552,0.676,14.38,151
85266,26.38,18.91,0.936,12.38,171
85267,25.88,19.67,2.262,9.68,170.6
85268,26.54,19.504,0.702,10.68,179.8
85269,26.36,19.508,0.754,11.1,162.2
85270,26.44,19.004,0.572,11.88,115
85271,26.72,19.134,0.468,11.84,162
85272,26.82,19.574,0.832,11.32,161.6
85273,26,18.964,1.118,11.78,102.6
85274,25.54,20.098,1.222,12.4,81.2
85275,25.78,20.464,0.962,10.06,143.4
85276,26.74,20.032,0.546,10.44,159.6
85277,26.7,20.224,1.508,9.5,185.4
85278,26.48,20.732,3.718,10.3,181.4
85279,26.7,19.762,1.222,11.68,182
85280,27.04,19.498,0.338,12.82,166.8
85281,26.94,17.718,0.286,12.32,166.6
85282,26.92,18.23,0.364,11.14,166.8
85283,26.82,18.648,0.65,9.68,168.6
85284,26.96,20.004,0.624,9.92,171.8
85285,26.34,19.176,2.392,11.16,163.4
85286,26.1,18.328,3.146,14.24,101
85287,26.2,18.126,2.99,17.72,91.8
85288,26.54,18.008,2.08,14.6,157.8
85289,26.6,18.004,2.132,13.46,160.4
85290,26.58,19.674,2.444,13.4,153
85291,26.42,21.052,1.092,9.46,135.6
85292,26.66,22.336,1.924,9.42,202.2
85293,25.82,22.108,1.976,8.48,198.8
85294,25.18,20.732,1.17,9.78,127.6
85295,25.82,20.06,1.066,13.64,129.8
85296,26.62,20.766,1.144,11.2,236.2
85297,25.98,21.344,1.586,8.72,306.6
85298,26.58,21.206,1.248,9.66,286.4
85299,26.58,21.474,1.092,10.12,242.8
85300,26.3,20.658,0.91,9.68,195.6
85301,27.08,21.308,0.962,10.5,235.4
85302,27.12,21.492,1.118,10.96,242.2
85303,26.3,20.596,1.092,11.14,137.6
85304,25.3,20.056,1.326,9.38,133.2
85305,26.22,20.914,1.43,9.62,174.8
85306,26.84,21.378,1.274,9.02,297.4
85307,26.8,21.72,1.352,9.54,296.8
85308,26.56,22.162,1.872,9.36,245.4
85309,26.94,21.742,0.806,10.48,286.2
85310,27.3,21.532,0.65,10.74,280.8
85311,27.38,21.394,0.65,11.42,240.8
85312,27.32,21.344,0.858,10.42,244
85313,27.12,21.416,1.196,9.76,253
85314,27.04,21.416,1.404,9.52,293
85315,26.64,21.18,1.82,10.84,240.4
85316,26.24,19.946,3.328,14.16,126.8
85317,26.6,20.474,1.508,15.98,124.2
85318,26.9,20.564,1.196,12.78,185
85319,26.58,19.674,2.444,13.4,153
85320,26.44,19.618,2.626,13.46,131.6
85321,26.56,21.192,0.988,10.26,122.6
85322,26.74,22.12,1.534,10.54,101.4
85323,25.9,22.016,1.586,10.96,99
85324,24.68,20.524,1.04,10.24,58.4
85325,26,20.358,0.988,14.64,123.6
85326,26.58,21.126,1.716,11,209.2
85327,25.9,21.132,2.132,8.96,328.2
85328,26.52,21.278,1.924,9.78,259.8
85329,26.46,21.004,1.612,8.58,288.2
85330,26.44,20.694,1.248,10.02,174.4
85331,27.02,20.954,1.56,9.02,216
85332,27.16,21.202,1.482,9.16,282.2
85333,26.46,20.888,0.962,11.6,125.6
85334,25.48,20.166,1.43,9.3,61
85335,26.22,21.074,1.638,9.88,161.8
85336,26.72,21.248,2.288,9.8,275.2
85337,26.74,21.618,1.898,9.78,269.8
85338,26.62,22.234,1.872,11.14,198.2
85339,26.9,21.324,1.586,9.54,186
85340,27.22,21.074,1.612,9.24,243.6
85341,27.36,21.234,1.352,9.78,249.8
85342,27.2,21.262,1.69,9.84,257.2
85343,27.02,21.396,1.95,10.12,339.4
85344,26.98,21.49,2.054,9.82,333.2
85345,26.56,21.248,1.846,10.16,279.8
85346,26.54,20.988,1.768,14.42,109.6
85347,26.72,20.96,0.91,15.52,105
85348,26.92,21.084,1.352,11.6,155
85349,26.64,20.242,1.924,11.76,101.4
85350,26.56,20.534,1.82,12.44,119.8
85351,26.78,21.686,1.144,12.84,51.8
85352,26.84,22.48,1.664,14.4,24.8
85353,26.08,22.544,1.586,13.62,22.8
85354,24.86,21.37,0.754,14.84,54.6
85355,26.12,20.758,0.806,17.14,43.8
85356,26.72,21.194,1.482,13.24,171.4
85357,25.96,20.866,2.47,10.32,198
85358,26.6,21.144,1.846,10.36,232.8
85359,26.52,20.724,1.82,11.54,196.4
85360,26.54,20.886,1.196,11.66,120.4
85361,27.1,20.806,1.482,11,168
85362,27.26,20.998,1.742,12.28,199.6
85363,26.6,21.304,0.598,13.9,121.8
85364,25.66,21.17,0.52,14.06,48
85365,26.38,21.646,1.326,13.66,103.4
85366,26.88,21.424,1.638,11.76,265.6
85367,26.88,21.576,2.08,11.94,262.6
85368,26.66,22.176,1.924,11.76,89
85369,27,21.37,2.054,11.72,93
85370,27.2,20.792,2.054,10.2,92
85371,27.42,20.908,1.872,9.4,150.6
85372,27.28,21.174,1.846,9.58,227
85373,27.18,21.02,1.924,9.72,314.6
85374,27.06,21.142,1.924,10.26,332.2
85375,26.6,21.142,1.82,11.84,267.6
85376,26.6,21.154,0.91,16.38,113
85377,26.84,21.312,0.858,18.56,40.6
85378,27.08,21.04,1.274,13.12,101.8
85379,26.82,21.078,1.69,12.02,72.4
85380,26.52,20.418,2.002,13.24,61.2
85381,26.82,22.16,1.118,15,55.2
85382,27.02,23.13,1.638,12.36,60.8
85383,26.08,23.026,1.586,11.5,59.8
85384,24.84,21.51,0.52,12.64,63.4
85385,26.36,21.61,0.156,17.2,89
85386,26.92,21.116,1.248,11.02,123.2
85387,26.22,21.256,1.95,8.02,195
85388,26.82,21.044,1.612,8.74,161.8
85389,26.72,21.65,1.196,9.76,190
85390,26.68,21.192,0.91,12.88,124.2
85391,27.38,21.582,1.222,10.36,122.2
85392,27.52,21.7,1.144,10.2,189
85393,26.84,21.674,0.624,15.22,109.4
85394,25.76,21.968,0.572,14.66,65.2
85395,26.6,22.38,0.624,15.56,104.6
85396,27.12,21.632,1.352,10.22,210.6
85397,27.04,21.536,1.56,8.64,209.8
85398,26.88,22.192,1.898,11.44,114.6
85399,27.14,21.876,1.17,8.84,96.8
85400,27.66,21.464,1.118,8.94,113.8
85401,27.64,21.238,1.482,9.84,83.4
85402,27.52,21.178,1.534,9.88,176.6
85403,27.26,21.042,1.716,9.48,267
85404,27.26,20.92,1.716,8.94,249.4
85405,26.68,21.152,1.378,10.54,212.4
85406,26.64,21.024,1.664,17.34,107.8
85407,27.1,21.898,0.182,19.04,85.4
85408,27.3,21.642,1.222,13.32,85.2
85409,26.78,20.752,2.262,13.3,73.6
85410,26.62,20.78,2.08,13.16,90.8
85411,26.84,22.142,1.456,15.58,82.6
85412,26.82,22.21,2.132,13.68,76.8
85413,25.92,22.084,2.184,12.9,74.6
85414,25.36,21.962,1.144,13.94,76.2
85415,26.06,20.8,0.754,18.82,85.2
85416,27.04,21.77,1.092,12.34,93.6
85417,26.22,21.582,2.522,8.18,105
85418,26.9,21.828,1.352,9.2,93.6
85419,26.62,21.498,1.222,10.94,123.2
85420,26.6,21.97,0.806,13.76,88.6
85421,27.44,21.768,0.858,11.6,104.6
85422,27.64,21.448,1.222,11.18,122.6
85423,26.66,21.576,0.91,15.88,81.4
85424,25.54,21.088,1.014,17.74,77
85425,26.44,22.14,0.884,17.5,80.8
85426,27.12,21.66,1.3,11.62,120.6
85427,27.1,21.624,1.768,9.82,118
85428,26.76,22.452,1.638,10.8,83.2
85429,27.26,22.046,1.144,11.36,105
85430,27.76,22.104,0.624,10.48,110.8
85431,28.04,21.994,0.65,9.84,121.6
85432,27.84,21.714,0.988,9.6,141.4
85433,27.48,21.368,1.482,8.5,157.2
85434,27.34,21.606,1.378,8.5,121
85435,26.6,21.162,2.132,11.12,120.2
85436,26.52,21.426,2.34,18.7,85.2
85437,26.98,21.068,1.508,21.64,86.2
85438,27.46,21.598,1.274,14.94,105.8
85439,27.02,20.926,2.21,14.22,109.2
85440,26.76,20.782,2.314,15.6,82.2
85441,26.7,22.044,1.456,16.96,83.2
85442,26.9,22.878,1.69,15.54,79.6
85443,26.76,22.856,2.21,14.96,76.6
85444,25.74,21.806,1.794,17.26,77.6
85445,27.08,21.666,0.494,21.28,94.6
85446,27.02,22.04,1.638,15.14,81.6
85447,26.5,22.482,2.002,9.78,62
85448,27.08,22.626,1.534,11.9,78.8
85449,26.84,22.536,0.702,12.52,91.8
85450,26.58,22.05,0.728,15.76,86
85451,27.68,22.612,0.572,13.9,93.8
85452,27.82,22.622,0.598,12.78,92.2
85453,26.66,21.626,0.754,17.14,81.2
85454,25.38,21.428,0.936,18.58,80
85455,26.48,22.44,0.676,19.16,81.4
85456,27.42,22.696,0.78,12.84,87.8
85457,27.36,22.66,1.118,10.7,87.6
85458,26.96,22.862,1.482,13.76,79.4
85459,27.48,22.868,0.676,13.8,97.6
85460,28.04,22.798,0.364,13.82,99.6
85461,28.16,22.714,0.416,13.3,100.6
85462,27.94,22.572,0.702,12,93.8
85463,27.9,22.922,0.728,10.92,93
85464,27.6,22.524,0.962,9.86,85.6
85465,26.72,22.352,1.768,12.34,88.6
85466,26.24,20.316,3.666,20.48,87.4
85467,26.86,21.394,1.482,23.62,90.2
85468,27.52,21.542,1.17,18.34,99.8
85469,27.02,21.136,2.652,17.72,100.6
85470,26.6,20.488,2.912,18.62,104.8
85471,26.68,23.084,0.702,17.64,83.8
85472,26.8,23.73,1.17,16.18,125.6
85473,26.74,23.77,1.508,14.72,125.4
85474,26.22,22.73,1.066,18.02,132.4
85475,26.94,22.07,0.416,22.46,100.2
85476,27.42,23.218,0.182,17.1,97.4
85477,26.84,23.614,1.248,12.56,74
85478,27.56,23.896,0.104,14.92,101.8
85479,27.12,23.484,0.286,15.32,100
85480,26.76,23.228,0.182,17.92,97.6
85481,27.86,23.604,0.13,17.36,103.8
85482,28.04,23.436,0.286,15.52,99.6
85483,26.58,22.852,0.338,18,91.8
85484,25.36,21.93,0.52,18.64,81.4
85485,26.64,23.036,0.312,18.68,91.8
85486,27.7,23.822,0.234,14.8,100.2
85487,27.72,23.904,0.364,14.02,96.8
85488,27.16,23.914,0.988,15,139.2
85489,27.8,24.024,0.208,17.94,99
85490,28.28,23.906,0.078,18,107.4
85491,28.34,23.934,0.078,18.24,108.4
85492,28.24,23.88,0.078,16.12,109.4
85493,28.06,23.388,0.468,12.08,98.6
85494,28,23.786,0.234,13.14,106
85495,26.94,22.884,1.248,14.68,102.2
85496,26.26,21.87,2.054,21.68,100
85497,26.58,21.304,1.378,24.72,96.4
85498,27.42,22.508,1.144,19.96,102.2
85499,27.06,21.538,2.002,18.88,107.6
85500,26.6,20.82,2.834,19.76,107.4
85501,26.28,24.014,0.65,16.22,132.8
85502,26.44,23.908,1.066,13.84,163.6
85503,26.6,24.254,1.196,13.92,158.6
85504,26.24,23.104,0.676,17.8,118.6
85505,26.76,23.198,0.078,20.62,98.2
85506,27.1,23.886,0.13,18.02,100.8
85507,26.58,24.312,0.156,14.04,99.6
85508,27.38,24.366,0.13,16.24,104.4
85509,27.1,24.236,0,17.1,112
85510,26.54,24.05,0.052,17.32,101
85511,27.66,24.286,0,18.1,110.2
85512,27.74,24.372,0,17.14,112.4
85513,26.32,23.452,0.052,17.06,94.8
85514,25.78,22.112,0.312,17.72,87.8
85515,26.48,23.054,0,16.48,85.8
85516,27.58,23.976,0,15.5,113.2
85517,27.42,24.258,0.468,14.32,158
85518,27.1,24.29,0.598,15.02,126.8
85519,27.48,24.416,0.468,17.68,155.8
85520,28,24.596,0,19.66,114.4
85521,28.12,24.568,0,19.42,113.4
85522,28.02,24.514,0,17.3,114.4
85523,28.02,24.41,0,15.12,116.4
85524,27.82,24.384,0,15.12,116.8
85525,26.94,24.08,0,16.7,116.4
85526,25.92,22.67,1.014,19.58,107.8
85527,26.34,23.138,0,22.7,97.2
85528,27.16,23.514,0.26,21.32,114.2
85529,26.74,22.234,1.326,20.2,119.6
85530,26.4,21.402,1.924,20.46,117.8
85531,25.86,24.72,0.468,13.12,128.4
85532,26.08,25.068,0.468,11.82,132.2
85533,26.14,24.548,0.936,11.12,177
85534,25.74,24.226,0.468,14.48,144.8
85535,26.16,24.352,0,18.26,97.4
85536,26.22,25.346,0,16.66,118.8
85537,25.58,25.34,0.13,14.44,125.4
85538,26.5,25.454,0,17.24,128
85539,26.34,25.576,0,16.38,125.6
85540,25.92,25.314,0,16.26,110.2
85541,26.8,25.618,0,17.4,121.4
85542,26.96,25.59,0,16.72,125.2
85543,26.24,25.588,0,16.14,120.8
85544,25.64,24.134,0,15.08,88.4
85545,26.1,23.68,0,15.06,132.2
85546,26.8,25.098,0,16.32,116.8
85547,26.84,25.27,0,15.98,110.6
85548,26.38,25.142,0.468,14.26,158.8
85549,26.9,25.412,0,17.12,104.4
85550,27.2,25.602,0,18.54,125.2
85551,27.22,25.758,0,17.78,130.8
85552,27.08,25.72,0,17.88,135.8
85553,26.88,25.628,0,16.8,141
85554,27.1,25.41,0,17.34,132.4
85555,26.22,25.254,0,16.5,131.2
85556,25.4,24.542,0,16.72,109
85557,25.72,24.472,0,17.56,87.2
85558,26.52,24.648,0,18.34,119.8
85559,26.2,23.804,0.26,19.96,131.8
85560,25.74,22.916,1.326,19.68,129.6
85561,25.62,25.822,0,11.66,111.2
85562,25.72,25.944,0.208,11.38,148.8
85563,25.96,25.646,0.208,11.48,129.2
85564,25.46,25.434,0.208,12.64,115
85565,25.68,25.444,0,16.08,150.2
85566,25.64,25.968,0,14.36,145.8
85567,24.92,26.21,0,13.06,157.8
85568,25.76,26.264,0,14.96,164.6
85569,25.82,26.188,0,15.22,151
85570,25.34,26.22,0,13.3,129.6
85571,26.28,26.204,0,14.82,149.2
85572,26.4,26.144,0,15.32,152
85573,26.16,25.888,0,13.9,142.6
85574,25.78,25.668,0,13.08,115
85575,26.1,25.642,0,14.58,131
85576,26.14,26.174,0,15.24,193
85577,26.08,26.208,0,15.32,173.8
85578,25.94,26.044,0.208,13.12,147.6
85579,26.26,26.2,0,14.6,164
85580,26.68,26.24,0,15.42,152
85581,26.98,26.084,0,16.18,146.4
85582,26.84,26.046,0,16.28,151.4
85583,26.54,26.042,0,16.84,157.2
